SITE_ID,SENSOR_SLOT_ID,INSTRUMENT_ID,START_DATETIME,END_DATETIME,INSTALLATION_HEIGHT,INSTANCE,SERIAL_NUMBER,COMMENTS
CRICH,LOGGER,LOGGER_CR3000,2021-05-12 09:00:00,2022-05-08 12:00:00,,3.0,13073,cal date 03/09/19
CRICH,HYGROCLIP,HYGROCLIP_HC2A,2021-05-12 09:00:00,2022-06-15 12:00:00,,6.0,20134997,
CRICH,MODEM,MODEM_LX60,2021-05-12 09:00:00,,,1.0,WP92137190011003,IMEI: 356048090155358
CRICH,AWS,METPAK,2021-05-12 09:00:00,2022-06-15 12:00:00,,3.0,14040014,
EASTB,MODEM,MODEM_LX60,2021-06-09 12:00:00,,,1.0,WP90140144021003,IMEI: 356048090144865
SYDLG,TDT1,TDT,2022-06-07 12:00:00,,,2.0,6504111,
SYDLG,TDT10,TDT,2022-06-07 12:00:00,,,2.0,6503226,
SYDLG,TDT2,TDT,2022-06-07 12:00:00,,,3.0,6503206,
SYDLG,TDT3,TDT,2022-06-07 12:00:00,,,2.0,6503266,
SYDLG,TDT4,TDT,2022-06-07 12:00:00,,,2.0,6503325,
SYDLG,TDT5,TDT,2022-06-07 12:00:00,,,2.0,6013243,
SYDLG,TDT6,TDT,2022-06-07 12:00:00,,,2.0,6013248,
SYDLG,TDT7,TDT,2022-06-07 12:00:00,,,2.0,6013235,
SYDLG,TDT8,TDT,2022-06-07 12:00:00,,,2.0,6503221,
SYDLG,TDT9,TDT,2022-06-07 12:00:00,,,3.0,6503227,
SYDLG,PA,CS106,2022-06-07 12:00:00,,,3.0,T4650719,
SYDLG,HMP,HMP155,2022-06-07 12:00:00,,,5.0,P4010607,
SYDLG,RAINE,RAINE,2022-06-07 12:00:00,,,1.0,881821.0011,
HYBRY,PA,CS106,2022-06-08 09:00:00,2022-08-30 12:00:00,,4.0,T4650721,Replaced as full logger enclosure swapped
HYBRY,HMP,HMP155,2022-06-08 09:00:00,,,7.0,N5050079,
HYBRY,4CR,NR01,2022-06-08 09:00:00,2022-08-30 12:00:00,,3.0,2754,Removed due to damaged cables
HYBRY,AWS_ANEM,WIND_ANEM,2022-06-08 09:00:00,,2.6,2.0,140314,
HARTW,4CR,NR01,2022-08-08 15:00:00,,,4.0,3687,
HARTW,LOGGER,LOGGER_CR3000,2022-08-08 15:00:00,2022-08-16 09:00:00,,5.0,9476,
LULLN,TDT2,TDT,2014-12-16 15:30:00,2022-08-23 00:00:00,,1.0,6501077,
LULLN,LOGGER,LOGGER_CR3000,2022-08-23 00:00:00,,,4.0,9470,Installed by CSL at PPM. Cal date 29/07/22
LULLN,TDT1,TDT,2022-08-23 00:00:00,,,2.0,6503205,
LULLN,TDT2,TDT,2022-08-23 00:00:00,,,2.0,6013223,
LULLN,PA,CS106,2022-08-23 00:00:00,,,1.0,R1030766,Installed at PPM. PTB110.
LULLN,HMP,HMP155,2022-08-23 00:00:00,,,1.0,T4721219,Installed at PPM. HMP155
LULLN,RAINE,RAINE,2022-08-23 00:00:00,,,1.0,88181.0037,Installed at PPM. RainE
REDHL,4CR,NR01,2022-08-24 00:00:00,,,3.0,3686,Installed by CSL at PPM
REDHL,PA,CS106,2022-08-24 00:00:00,,,1.0,M1050346,PTB110
REDHL,HMP,HMP155,2022-08-24 00:00:00,,,3.0,N5050074,HMP155
GLENS,4CR,NR01,2022-08-31 00:00:00,,,4.0,3685,
GLENS,AWS_ANEM,WIND_ANEM,2022-08-31 00:00:00,,2.6,4.0,144302,
GLENS,LOGGER,LOGGER_CR3000,2022-08-31 00:00:00,,,5.0,8969,CAL DATE 31/08/22
GLENS,SNOW_DEPTH,SR05A,2022-08-31 00:00:00,,,6.0,5688,
BALRD,4CR,NR01,2022-09-01 00:00:00,,,4.0,3689,
BALRD,LOGGER,LOGGER_CR3000,2022-09-01 00:00:00,,,4.0,9027,CAL DATE 19/08/2022
BALRD,ETHERNET,ETHERNET_115,2022-09-01 00:00:00,,,2.0,14166,
CARDT,HFP2,HFP01SC,2022-09-21 12:00:00,,,3.0,3228,
CARDT,HFP2,HFP01SC,2015-08-14 00:00:00,2022-09-21 12:00:00,,2.0,3679,
EUSTN,ETHERNET,ETHERNET_116,2022-11-04 14:26:44,,,4.0,2745,Card error so replaced ethernet / card module and reformatted card
HYBRY,4CR,NR01,2020-10-13 00:00:00,2022-06-08 09:00:00,,2.0,2316,Installed by CSL at PPM.
HYBRY,PHENOCAM,PHENOCAM,2020-01-01 00:00:00,,,1.0,10.16.106.233,S15. First recorded at 13/10/20 PPM.
HYBRY,HMP,HMP155,2020-10-13 00:00:00,2020-11-06 00:00:00,,4.0,N5050076,Installed at 13/10/20 PPM
HENFS,4CR,NR01,2020-10-20 00:00:00,,,2.0,2151,Installed by CSL at PPM. Cal date
HENFS,AWS,METPAK,2020-10-20 00:00:00,2022-08-04 09:00:00,,2.0,14040010,Installed by CSL at PPM.
HENFS,HYGROCLIP,HYGROCLIP_HC2A,2020-10-20 00:00:00,2021-08-12 09:00:00,,5.0,20135079,Installed by CSL at PPM. Cal date 06/08/20.
HENFS,LOGGER,LOGGER_CR3000,2020-10-20 00:00:00,2022-08-04 09:00:00,,2.0,9240,Installed by CSL at PPM cal date 15/11/19.
HENFS,PHENOCAM,PHENOCAM,2020-01-01 00:00:00,,,1.0,10.16.65.218,First recorded by CSL at 20/10/20 PPM.
PLYNL,AWS_ANEM,WIND_ANEM,2020-10-22 00:00:00,,2.6,5.0,193703,Installed by CSL at PPM
PLYNL,HYGROCLIP,HYGROCLIP_HC2A,2020-10-22 00:00:00,2021-08-11 09:00:00,,9.0,20134993,Cal date 17/08/20
BALRD,HYGROCLIP,HYGROCLIP_HC2A,2020-11-10 00:00:00,2021-09-22 00:00:00,,5.0,20269328,installed by csl
BALRD,MODEM,MODEM_PRO,2020-11-10 00:00:00,2021-09-22 00:00:00,,1.0,867377021266576,installed b CSL
BALRD,PLUVIO,PLUVIO2L,2020-11-10 00:00:00,,,3.0,432785,installed by CSL (2L)
BALRD,PHENOCAM,PHENOCAM,2018-07-04 00:00:00,,,1.0,10.18.125.138,S15
WIMPL,PLUVIO,PLUVIO2L,2020-11-10 00:00:00,,,2.0,PL2L-411427,2L
WIMPL,HMP,HMP155,2020-11-10 00:00:00,2021-07-13 09:00:00,,2.0,P4020591,Installed on PPM
WIMPL,PHENOCAM,PHENOCAM,2019-09-10 00:00:00,,,1.0,10.12.139.239,S14
CGARW,SNOW_DEPTH,SR05A,2020-10-21 00:00:00,2021-08-10 09:00:00,,4.0,11155,
WADDN,MODEM,MODEM_PRO,2021-02-03 14:30:00,2021-06-03 09:30:00,,2.0,867377022543874,
CHOBH,MODEM,MODEM_PRO,2021-02-03 09:00:00,2021-08-18 09:00:00,,2.0,8673770225543810,
PLYNL,MODEM,MODEM_LX60,2021-03-25 11:00:00,,,1.0,WP92137451011003,IMEI: 356048090132720
HYBRY,HMP,HMP155,2020-11-06 00:00:00,2020-05-27 00:00:00,,5.0,M2920122,nNstalled on PPM revisit
HYBRY,HMP,HMP155,2020-05-27 00:00:00,2022-06-08 09:00:00,,6.0,N5050074,Installed on PPM 2021
CARDT,ETHERNET,ETHERNET_115,2021-06-09 09:00:00,,,4.0,12099,
SYDLG,LOGGER,LOGGER_CR3000,2021-06-10 09:00:00,,,3.0,9889,cal date 28/05/2021
CARDT,HYGROCLIP,HYGROCLIP_HC2A,2021-06-01 10:00:00,,,5.0,20134470,
CARDT,AWS_ANEM,WIND_ANEM,2021-06-01 10:00:00,,2.6,2.0,140315,
CARDT,MODEM,MODEM_LX60,2021-06-01 10:00:00,,,1.0,WP90140158011003,356048090143404
ROTHD,MODEM,MODEM_LX60,2021-06-02 09:30:00,,,1.0,WP83820008021002,356048090102616
ROTHD,HYGROCLIP,HYGROCLIP_HC2A,2021-06-02 09:30:00,,,5.0,20269353,
ROTHD,LOGGER,LOGGER_CR3000,2021-06-02 09:30:00,,,3.0,12865,Cal date 13/05/21
ROTHD,AWS,METPAK,2021-06-02 09:30:00,2022-08-10 10:00:00,,3.0,14040011,
MOREM,4CR,NR01,2021-07-09 12:00:00,2022-09-08 00:00:00,,2.0,2126,
MOREM,HMP,HMP155,2021-07-09 12:00:00,2022-09-08 00:00:00,,4.0,M2920120,
MOREM,LOGGER,LOGGER_CR3000,2021-07-09 12:00:00,,,2.0,8943,Cal date 13/05/2021
MOREM,MODEM,MODEM_LX60,2021-07-09 12:00:00,,,1.0,WP90140050021003,IMEI: 356048090141333
FIVET,LOGGER,LOGGER_CR3000,2021-08-03 09:00:00,,,3.0,10261,Installed during PPM cal date: 06/09/2019
FIVET,HMP,HMP155,2021-08-03 09:00:00,2022-07-26 09:00:00,,4.0,R1030191,Installed during PPM
FIVET,MODEM,MODEM_LX60,2021-08-03 09:00:00,,,1.0,WP85140109011003,IMEI: 356048090137315
FIVET,ETHERNET,ETHERNET_115,2020-10-20 00:00:00,,,3.0,11041,installed on PPM revisit
GLENW,HMP,HMP155,2021-08-05 09:00:00,2022-07-28 09:00:00,,5.0,L1320544,
GLENW,MODEM,MODEM_LX60,2021-08-05 09:00:00,,,1.0,WP90140051021003,IMEI: 356048090145250
GLENW,AWS_ANEM,WIND_ANEM,2021-08-05 09:00:00,,2.6,2.0,140301,
GLENW,ETHERNET,ETHERNET_116,2020-10-21 09:00:00,,,2.0,11045,
HILLB,HMP,HMP155,2021-08-04 09:00:00,2022-07-27 09:00:00,,4.0,M2920123,Installed by csl during ppm
HILLB,AWS_ANEM,WIND_ANEM,2021-08-04 09:00:00,,2.6,3.0,160909,Installed by CSL during PPM
HILLB,MODEM,MODEM_LX60,2021-08-04 09:00:00,,,1.0,WP90140033021003,IMEI: 356048090141226
HILLB,PA,CS106,2021-08-04 09:00:00,2022-07-27 09:00:00,,3.0,P0710624,Installed by CSL during PPM
CGARW,AWS_ANEM,WIND_ANEM,2016-06-29 11:00:00,2021-08-10 09:00:00,2.6,1.0,160914,
CGARW,HMP,HMP155,2021-08-10 09:00:00,2022-08-02 09:00:00,,6.0,M2920118,Installed by csl
CGARW,SNOW_DEPTH,SR05A,2021-08-10 09:00:00,2022-08-02 09:00:00,,5.0,5688,Installed by csl
CGARW,MODEM,MODEM_LX60,2021-08-10 09:00:00,2022-02-10 10:00:00,,1.0,WP90140045021003,Removed due to fault - continuously trying to reset - IMEI: 356048090144139
CGARW,AWS_ANEM,WIND_ANEM,2021-08-10 09:00:00,,2.6,2.0,140321,Installed by csl
HARTW,PHENOCAM,PHENOCAM,2021-08-24 01:00:00,,,3.0,10.12.108.167,testing
REDHL,LOGGER,LOGGER_CR3000,2021-08-11 09:00:00,,,3.0,9893,Installed on RM due to card error
REDHL,ETHERNET,ETHERNET_116,2021-08-11 09:00:00,,,4.0,1111111,Installed on RM - no record of serial number
PLYNL,HYGROCLIP,HYGROCLIP_HC2A,2021-08-11 09:00:00,2022-01-14 09:30:00,,10.0,20134429,Replaced during CSL PPM.
PLYNL,AWS,METPAK,2021-08-11 09:00:00,2022-08-03 09:00:00,,3.0,14040012,Replaced during CSL PPM.
PLYNL,LOGGER,LOGGER_CR3000,2021-08-11 09:00:00,,,3.0,12977,Replaced during CSL PPM. Cal date 02/07/2021
PLYNL,HYGROCLIP,HYGROCLIP_HC2A,,2019-09-19 12:00:00,,7.0,20269333,Unknown start date
HENFS,HYGROCLIP,HYGROCLIP_HC2A,2021-08-12 09:00:00,2022-08-04 09:00:00,,6.0,20135003,Installed by CSL at PPM
HENFS,MODEM,MODEM_LX60,2021-08-12 09:00:00,,,1.0,WP90140053021003,356048090136663
TADHM,MODEM,MODEM_LX60,2021-08-17 09:00:00,,,1.0,WP85140110021003,IMEI: 356048090137711
TADHM,HYGROCLIP,HYGROCLIP_HC2A,2021-08-17 09:00:00,2022-05-12 09:00:00,,7.0,20269164,
TADHM,AWS,METPAK,2021-08-17 09:00:00,2022-05-12 09:00:00,,4.0,14080006,
CHOBH,MODEM,MODEM_LX60,2021-08-18 09:00:00,,,1.0,WP85140038011003,IMEI: 356048090146803
CHOBH,HYGROCLIP,HYGROCLIP_HC2A,2021-08-18 09:00:00,2022-08-09 09:00:00,,6.0,20269341,
ALIC1,AWS,METPAK,2021-08-19 09:00:00,,,3.0,16030014,
ALIC1,HYGROCLIP,HYGROCLIP_HC2A,2021-08-19 09:00:00,,,6.0,20135119,
ALIC1,MODEM,MODEM_LX60,2021-08-19 09:00:00,,,1.0,WP85140413011003,IMEI: 356048090133116
HARTW,MODEM,MODEM_LX60,2021-08-24 09:00:00,,,1.0,WP85140134021003,IMEI: 356048090121475
HARTW,HYGROCLIP,HYGROCLIP_HC2A,2021-08-24 01:00:00,2022-08-16 09:00:00,,5.0,20134474,
HARTW,LOGGER,LOGGER_CR3000,2021-08-24 01:00:00,2022-08-08 15:00:00,,4.0,12803,Cal date: 10/06/2021
HARTW,AWS,METPAK,2021-08-24 01:00:00,2022-08-16 09:00:00,,3.0,14080007,
HARTW,PHENOCAM_LENS1,PHENOCAM_LENS,2021-08-24 01:00:00,,,4.0,5918289,
HARTW,PHENOCAM_LENS2,PHENOCAM_LENS,2021-08-24 01:00:00,,,4.0,5921837,
EASTB,SNOW_DEPTH,SR05A,2021-08-25 09:00:00,2022-08-17 09:00:00,,6.0,11154,Replaced during CSL PPM
EASTB,HYGROCLIP,HYGROCLIP_HC2A,2021-08-25 09:00:00,2022-08-17 09:00:00,,6.0,20134557,Replaced during CSL PPM
EASTB,AWS,METPAK,2021-08-25 09:00:00,2022-08-17 09:00:00,,3.0,15190014,Replaced during CSL PPM
EASTB,AWS_ANEM,WIND_ANEM,2021-08-25 09:00:00,,2.6,2.0,160907,Replaced during CSL PPM
STGHT,LOGGER,LOGGER_CR3000,2020-10-23 00:00:00,2021-09-09 13:00:00,,3.0,9476,Cal date: JUL 2020
STGHT,ETHERNET,ETHERNET_115,2020-10-23 00:00:00,2021-09-09 13:00:00,,2.0,13931,
STGHT,TDT1,TDT,2021-07-07 09:00:00,,,2.0,601323,
ELMST,LOGGER,LOGGER_CR3000,2016-08-11 15:30:00,2021-07-14 09:00:00,,1.0,9866,Cal date 01/10/2016
ELMST,LOGGER,LOGGER_CR3000,2021-07-14 09:00:00,,,2.0,9896,Cal date 10/06/2021
ELMST,MODEM,MODEM_LX60,2021-07-14 09:00:00,,,1.0,WP90140092921003,IMEI: 356048090136853
ELMST,HMP,HMP155,2021-07-14 09:00:00,,,6.0,P4020594,
ELMST,4CR,NR01,2021-07-14 09:00:00,,,2.0,2460,
ELMST,AWS_ANEM,WIND_ANEM,2021-07-14 09:00:00,,2.6,2.0,140809,
WRTTL,4CR,NR01,2021-07-15 00:00:00,,,2.0,2158,
WRTTL,MODEM,MODEM_LX60,2021-07-15 00:00:00,,,1.0,WP90140108021003,IMEI 356048090145615
REDHL,HMP,HMP155,2021-07-20 09:00:00,2022-08-24 00:00:00,,2.0,20135120,
REDHL,MODEM,MODEM_LX60,2021-07-20 09:00:00,,,1.0,WP90140034021003,IMEI: 356048090146381
REDHL,AWS_ANEM,WIND_ANEM,2021-07-20 09:00:00,,2.6,1.0,140802,
HADLW,MODEM,MODEM_LX60,2021-07-21 09:00:00,,,1.0,WP90140072011003,IMEI: 356048090145581
HADLW,PA,CS106,2021-07-21 09:00:00,,,3.0,P0710628,
HADLW,AWS_ANEM,WIND_ANEM,2021-07-21 09:00:00,,2.6,2.0,144204,
HADLW,HMP,HMP155,2021-07-21 09:00:00,,,5.0,M2920116,
LULLN,HYGROCLIP,HYGROCLIP_HC2A,2021-07-22 09:00:00,2022-08-25 00:00:00,,9.0,20269337,
LULLN,4CR,NR01,2021-07-22 09:00:00,,,4.0,2312,
CHIMN,HMP,HMP155,2021-09-07 09:00:00,2022-09-07 00:00:00,,3.0,T2650700,
CHIMN,MODEM,MODEM_LX60,2021-09-07 09:00:00,,,1.0,WP83820011011002,IMEI : 356048090102590
CHIMN,PA,CS106,2021-09-07 09:00:00,,,2.0,P0710631,
CHIMN,LOGGER,LOGGER_CR3000,2021-09-07 09:00:00,,,5.0,9898,Cal date 05/07/2021
SOURH,SNOW_DEPTH,SR05A,2021-08-26 09:00:00,2022-08-18 09:00:00,,5.0,6077,
SOURH,HYGROCLIP,HYGROCLIP_HC2A,2021-08-26 09:00:00,2022-08-18 09:00:00,,6.0,20064977,
SOURH,AWS,METPAK,2021-08-26 09:00:00,2022-08-18 09:00:00,,3.0,119060001,
GLENS,PHENOCAM,PHENOCAM,2021-09-21 00:00:00,,,2.0,10.16.44.183,S15
HLACY,HMP,HMP155,2022-05-24 09:00:00,,,5.0,L1320543,
HLACY,PA,CS106,2022-05-24 09:00:00,,,3.0,T4710742,
HLACY,RAINE,RAINE,2022-05-24 09:00:00,,,1.0,881821.0049,Installed on PPM
STIPS,HMP,HMP155,2022-05-25 09:00:00,,,1.0,T4731074,
STIPS,PA,CS106,2022-05-25 09:00:00,,,1.0,T4650716,
STIPS,4CR,NR01,2022-05-25 09:00:00,,,3.0,2134,
BICKL,HFP2,HFP01SC,2022-05-26 09:00:00,,,3.0,4673,
BICKL,LOGGER,LOGGER_CR3000,2022-05-26 09:00:00,,,4.0,9024,Cal date: 11/11/21
BICKL,TDT2,TDT,2022-05-26 09:00:00,,,4.0,6501059,
BICKL,4CR,NR01,2022-05-26 09:00:00,,,3.0,2756,
FIVET,PA,CS106,2022-07-26 09:00:00,,,3.0,P0710624,
FIVET,HMP,HMP155,2022-07-26 09:00:00,,,5.0,T4731067,
FIVET,4CR,NR01,2022-07-26 09:00:00,,,2.0,2156,
HILLB,4CR,NR01,2022-07-27 09:00:00,,,3.0,2147,
HILLB,LOGGER,LOGGER_CR3000,2022-07-27 09:00:00,,,3.0,9971,Cal date: 17/05/2022
HILLB,PA,CS106,2022-07-27 09:00:00,,,4.0,L1710069,
HILLB,HMP,HMP155,2022-07-27 09:00:00,,,5.0,T4731071,
GLENW,LOGGER,LOGGER_CR3000,2022-07-28 09:00:00,,,3.0,10260,Cal date:  17/05/2022
GLENW,PA,CS106,2022-07-28 09:00:00,,,4.0,K4840002,
GLENW,HMP,HMP155,2022-07-28 09:00:00,,,6.0,T2650701,
GLENW,4CR,NR01,2022-07-28 09:00:00,,,3.0,2315,
CGARW,PA,CS106,2022-08-02 09:00:00,,,3.0,P0710626,
CGARW,LOGGER,LOGGER_CR3000,2022-08-02 09:00:00,,,3.0,9059,Cal date: 25/07/22
CGARW,SNOW_DEPTH,SR05A,2022-08-02 09:00:00,,,6.0,5694,
CGARW,HMP,HMP155,2022-08-02 09:00:00,2023-02-20 00:00:00,,7.0,P4020591,
CHIMN,4CR,NR01,2020-08-18 08:45:00,2022-09-07 00:00:00,,3.0,2154,Installed by CSL during PPM
CHIMN,HMP,HMP155,2020-08-18 08:45:00,2021-09-07 09:00:00,,2.0,P4020596,HMP155 installed by CSL during PPM
HILLB,4CR,NR01,2016-06-14 17:00:00,2020-09-30 00:00:00,,1.0,2455,removed during PPM 
HILLB,LOGGER,LOGGER_CR3000,2020-09-30 00:00:00,2022-07-27 09:00:00,,2.0,8969,Installed by CSL during PPM cal date 6/11/19
HILLB,4CR,NR01,2020-09-30 00:00:00,2022-07-27 09:00:00,,2.0,1938,Installed during PPM
HILLB,HMP,HMP155,2020-09-30 00:00:00,2021-08-04 09:00:00,,3.0,M2920126,Installed by csl during ppm
BICKL,PLUVIO,PLUVIO2,2021-02-26 00:00:00,2022-02-02 12:00:00,,3.0,340989,Removed due to faulty temperature readings
LIZRD,SI,SDMSI01,2014-10-17 12:00:00,2021-04-28 09:00:00,,1.0,E3769,Removed due to failure
LIZRD,SI,SDMSI01,2021-04-28 09:00:00,,,2.0,E6267,
LIZRD,AWS,METPAK,2021-04-28 09:00:00,2022-02-21 11:00:00,,3.0,19060009,
LULLN,MODEM,MODEM_LX60,2021-05-20 09:00:00,,,1.0,WP90140027021003,IMEI: 356048090145367
HYBRY,TDT2,TDT,2022-08-30 12:00:00,,,2.0,6503310,
GISBN,SNOW_DEPTH,SR05A,2021-05-19 09:00:00,2022-05-05 09:00:00,,6.0,7220,Installed during PPM
GISBN,MODEM,MODEM_LX60,2021-05-19 09:00:00,,,1.0,WP85140447021003,IMEI: 356048090129692
GISBN,HYGROCLIP,HYGROCLIP_HC2A,2021-05-19 09:00:00,2022-05-05 09:00:00,,6.0,20134992,Installed during PPM
GISBN,4CR,NR01,2021-05-19 09:00:00,,,3.0,2897,Installed during PPM
GISBN,AWS,METPAK,2021-05-19 09:00:00,2022-05-05 09:00:00,,3.0,14040021,Replaced during CSL PPM
HYBRY,LOGGER,LOGGER_CR3000,2021-05-27 09:00:00,2022-08-30 12:00:00,,3.0,13007,Cal date 14/05/21
HYBRY,PA,CS106,2021-05-27 09:00:00,2022-06-08 09:00:00,,3.0,K4840005,
HYBRY,MODEM,MODEM_LX60,2021-05-27 09:00:00,2022-08-30 12:00:00,,1.0,WP90140007011003,IMEI: 356048090146134 Replaced as full logger enclosure swapped
HOLLN,MODEM,MODEM_LX60,2021-05-20 09:00:00,,,1.0,WP90140031021003,IMEI: 356048090144709
HOLLN,LOGGER,LOGGER_CR3000,2021-05-20 09:00:00,,,3.0,13072,Cal date 15/04/21
HOLLN,HYGROCLIP,HYGROCLIP_HC2A,2021-05-20 09:00:00,2022-05-03 12:00:00,,9.0,20135087,Installed during CSL PPM
HOLLN,AWS_ANEM,WIND_ANEM,2021-05-20 09:00:00,,2.6,2.0,140302,
HOLLN,AWS,METPAK,2021-05-20 09:00:00,2022-05-03 12:00:00,,4.0,14080003,
HOLLN,4CR,NR01,2021-05-20 09:00:00,,,5.0,2457,Installed during CSL PPM
SYDLG,HMP,HMP155,2021-05-26 09:00:00,2022-06-07 12:00:00,,4.0,L1320545,
SYDLG,4CR,NR01,2021-05-26 09:00:00,,,2.0,2125,
SYDLG,MODEM,MODEM_LX60,2021-05-26 09:00:00,,,1.0,WP85140423011003,IMEI: 356048090125930
SYDLG,HFP2,HFP01SC,2021-05-26 09:00:00,,,2.0,4676,
SYDLG,STP,STP,2021-05-26 09:00:00,,,2.0,2229,
SYDLG,TDT2,TDT,2021-05-26 09:00:00,2022-06-07 12:00:00,,2.0,6013229,
SYDLG,TDT9,TDT,2021-05-26 09:00:00,2022-06-07 12:00:00,,2.0,6504107,
PORTN,PHENOCAM,PHENOCAM,2018-11-07 12:00:00,,,1.0,10.16.58.159,assumed installed with lens
CHIMN,LOGGER,LOGGER_CR3000,2021-10-06 11:00:00,,,6.0,10065,
COCLP,GPRS,GPRS,2014-11-21 14:30:00,2016-01-01 00:00:00,,1.0,306054865665,Unsure of removal date
PLYNL,HYGROCLIP,HYGROCLIP_HC2A,2022-01-14 09:30:00,2022-08-03 09:00:00,,11.0,20269289,Replaced during area visit.
CRICH,4CR,NR01,2021-12-06 00:00:00,2022-03-08 12:00:00,,3.0,2943,Installed by JA/DR on RM
CRICH,STP,STP,2014-12-02 15:00:00,,,1.0,2231,
BUNNY,RH_INT,RH_INT,2021-11-02 12:00:00,,,1.0,,
CRICH,RH_INT,RH_INT,2021-12-06 12:00:00,,,1.0,,
GISBN,RH_INT,RH_INT,2021-12-09 12:00:00,,,1.0,,
SHEEP,RH_INT,RH_INT,2022-01-13 12:00:00,,,1.0,,
CGARW,RH_INT,RH_INT,2022-02-10 12:00:00,,,1.0,,
BICKL,RH_INT,RH_INT,2022-02-14 12:00:00,,,1.0,,
LIZRD,RH_INT,RH_INT,2022-02-21 12:00:00,,,1.0,,
FINCH,RH_INT,RH_INT,2022-02-24 12:00:00,,,1.0,,
LODTN,RH_INT,RH_INT,2022-02-25 12:00:00,,,1.0,,
CRICH,4CR,NR01,2022-03-08 12:00:00,2022-06-15 12:00:00,,4.0,2741,
CRICH,LOGGER,LOGGER_CR3000,2022-05-08 12:00:00,,,4.0,9898,Cal Date 05/06/21
CRICH,ETHERNET,ETHERNET_116,2022-05-08 12:00:00,,,3.0,2741,
STGHT,HMP,HMP155,2022-03-09 12:00:00,,,1.0,T4721224,
STGHT,PA,CS106,2022-03-09 12:00:00,,,1.0,T4740220,
STGHT,RAINE,RAINE,2022-03-09 12:00:00,,,1.0,881821.0023,
STGHT,RH_INT,RH_INT,2022-03-09 12:00:00,,,1.0,,
HYBRY,RH_INT,RH_INT,2022-03-10 10:00:00,,,1.0,,
CARDT,TDT2,TDT,2015-06-24 10:00:00,2022-07-14 09:00:00,,1.0,6500925,
CARDT,PLUVIO,PLUVIO2,2022-07-14 09:00:00,,,2.0,387940,
CARDT,RAINE,RAINE,2022-07-14 09:00:00,,,1.0,,
CARDT,TDT1,TDT,2022-07-14 09:00:00,,,2.0,650472,
CARDT,TDT2,TDT,2022-07-14 09:00:00,,,2.0,6503244,
CARDT,LOGGER,LOGGER_CR3000,2022-07-14 09:00:00,,,4.0,8900,Cal date: 30/11/21
WIMPL,4CR,NR01,2022-07-13 09:00:00,,,2.0,2150,PPM
WIMPL,PA,CS106,2022-07-13 09:00:00,,,3.0,T4710744,PPM
WIMPL,HMP,HMP155,2022-07-13 09:00:00,,,4.0,P4020595,PPM
RISEH,AWS_ANEM,WIND_ANEM,2016-05-04 16:00:00,2022-07-12 09:00:00,2.6,1.0,160818,
RISEH,LOGGER,LOGGER_CR3000,2022-07-12 09:00:00,,,4.0,9866,Cal date: 12/08/2021
RISEH,HMP,HMP155,2022-07-12 09:00:00,,,6.0,L1320538,
RISEH,4CR,NR01,2022-07-12 09:00:00,,,3.0,2759,
RISEH,PA,CS106,2022-07-12 09:00:00,,,3.0,T4650756,
RISEH,AWS_ANEM,WIND_ANEM,2022-07-12 09:00:00,,2.6,2.0,160906,
PLYNL,HMP,HMP155,2022-08-03 09:00:00,,,1.0,T4741137,
PLYNL,PA,CS106,2022-08-03 09:00:00,,,1.0,T4710747,
HENFS,HMP,HMP155,2022-08-04 09:00:00,,,1.0,T4741133,
HENFS,PA,CS106,2022-08-04 09:00:00,,,1.0,T4650763,
HENFS,LOGGER,LOGGER_CR3000,2022-08-04 09:00:00,,,3.0,13071,Cal date: 22/07/22
CHOBH,LOGGER,LOGGER_CR3000,2022-08-09 09:00:00,,,3.0,10973,Cal date 07/07/22
CHOBH,HMP,HMP155,2022-08-09 09:00:00,,,1.0,T4721222,
CHOBH,PA,CS106,2022-08-09 09:00:00,,,1.0,T4710745,
CHOBH,4CR,NR01,2022-08-09 09:00:00,,,3.0,1918,
HARTW,PA,CS106,2022-08-16 09:00:00,,,1.0,T4650715,
HARTW,HMP,HMP155,2022-08-16 09:00:00,,,1.0,T4741138,
HARTW,LOGGER,LOGGER_CR3000,2022-08-16 09:00:00,,,6.0,9969,Cal date: 18/05/2022
EASTB,SNOW_DEPTH,SR05A,2022-08-17 09:00:00,,,7.0,6676,
EASTB,HMP,HMP155,2022-08-17 09:00:00,,,1.0,T4741142,
EASTB,4CR,NR01,2022-08-17 09:00:00,,,6.0,2317,
EASTB,LOGGER,LOGGER_CR3000,2022-08-17 09:00:00,,,4.0,11249,Cal date: 07/07/2022
EASTB,TDT1,TDT,2022-08-17 09:00:00,,,4.0,6504183,
EASTB,PA,CS106,2022-08-17 09:00:00,,,1.0,R3510588,
SOURH,LOGGER,LOGGER_CR3000,2022-08-18 09:00:00,,,4.0,9087,Cal date: 13/05/2022
SOURH,PA,CS106,2022-08-18 09:00:00,,,1.0,T4710740,
SOURH,HMP,HMP155,2022-08-18 09:00:00,,,1.0,T4750900,
SOURH,SNOW_DEPTH,SR05A,2022-08-18 09:00:00,,,6.0,7220,
SOURH,4CR,NR01,2022-08-18 09:00:00,,,3.0,2453,
HYBRY,TDT1,TDT,2022-08-30 12:00:00,,,2.0,6503326,
HYBRY,HFP1,HFP01SC,2022-08-30 12:00:00,,,2.0,3234,
HYBRY,HFP2,HFP01SC,2022-08-30 12:00:00,,,2.0,3235,
